OBJECTID;CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA;CORRIENTE;altitudDEM;ID_REG;LimSup;LimSupD_PT;NThsnPol
429;21145020;ARIZONA [21145020];Climática Ordinaria;Convencional;1/12/2016 0:00:00;638;3.276111111;-74.935833329999994;Huila;Baraya;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;;566;19;333.5;135.699999999999989;T303
430;21115060;SAN JOSE [21115060];Climática Ordinaria;Convencional;15/10/1963 0:00:00;400;3.329222222;-75.184055560000004;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;384;19;333.5;176.773641040000001;T279
431;21115080;VILLAVIEJA FFCC [21115080];Climática Ordinaria;Convencional;15/02/1964 0:00:00;430;3.183055556;-75.247500000000002;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;390;19;333.5;207.830070000000006;T280
432;21137030;PUENTE CARRETERA  - AUT [21137030];Limnigráfica;Automática con Telemetría. Convencional;15/02/1972 0:00:00;385;3.263416667;-75.250972219999994;Huila;Aipe;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;Aipe;371;19;333.5;143.499219500000009;T290
433;21147030;CARRASPOSO  - AUT [21147030];Limnigráfica;Automática con Telemetría. Convencional;15/02/1972 0:00:00;730;3.327527778;-74.866916669999995;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;Cabrera;650;19;333.5;164.711535300000008;T298
434;21147050;PUENTE VENADO [21147050];Limnimétrica;Convencional;15/08/1981 0:00:00;550;3.283944444;-74.908222219999999;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;Venado;597;19;333.5;164.711535300000008;T298
435;21147080;TRES ESQUINAS [21147080];Limnimétrica;Convencional;15/11/1986 0:00:00;716;3.405694444;-74.817027780000004;Tolima;Alpujarra;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;Cabrera;720;19;333.5;183.640739999999994;T302
436;21130050;PEREZ HACIENDA AUT [21130050];Pluviométrica;Automática con Telemetría. Convencional;15/07/1966 0:00:00;450;3.243555556;-75.255944439999993;Huila;Aipe;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;;396;19;333.5;143.499219500000009;T290
437;21110070;BARAYA [21110070];Pluviométrica;Convencional;15/11/1958 0:00:00;615;3.150333333;-75.057333330000006;Huila;Baraya;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;610;19;333.5;217.076662249999998;T268
438;21110040;HATO MILAGRO [21110040];Pluviométrica;Convencional;15/09/1971 0:00:00;548;3.074888889;-75.168416669999999;Huila;Tello;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;509;19;333.5;178.969230699999997;T267
439;21110160;MESA REDONDA [21110160];Pluviométrica;Convencional;15/09/1969 0:00:00;500;3.118472222;-75.199027779999994;Huila;Tello;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;487;19;333.5;176.798897799999992;T271
440;21110180;HATO BOGOTA [21110180];Pluviométrica;Convencional;15/09/1969 0:00:00;591;3.036027778;-75.159722220000006;Huila;Tello;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;622;19;333.5;198.399800900000002;T272
441;21110090;POTOSI [21110090];Pluviométrica;Convencional;15/02/1959 0:00:00;400;3.387138889;-75.169250000000005;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;358;19;333.5;160.832617499999998;T269
442;21110120;YEGUERA LA [21110120];Pluviométrica;Convencional;15/11/1965 0:00:00;400;3.305333333;-75.200777779999996;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;394;19;333.5;155.167061999999987;T270
443;21110290;VICTORIA LA [21110290];Pluviométrica;Convencional;15/07/1968 0:00:00;400;3.349555556;-75.170305560000003;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;375;19;333.5;149.416521499999988;T273
444;21110330;POLONIA [21110330];Pluviométrica;Convencional;15/11/1965 0:00:00;429;3.187388889;-75.218416669999996;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;;393;19;333.5;155.25;T274
445;21140100;SAN JUANITO [21140100];Pluviométrica;Convencional;15/07/1969 0:00:00;368;3.423000000;-75.104638890000004;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;;357;19;333.5;150.067049475000005;T300
446;21140110;TOMO EL [21140110];Pluviométrica;Convencional;15/10/1977 0:00:00;444;3.345361111;-75.097444440000004;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;;399;19;333.5;142.583468750000009;T301
447;21140120;CRUCES LAS [21140120];Pluviométrica;Automática con Telemetría. Convencional;15/10/1974 0:00:00;1400;3.425861111;-74.920249999999996;Tolima;Alpujarra;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;;1490;19;333.5;183.640739999999994;T302
448;21130180;ALTAMIRA DC HACIENDA [21130180];Pluviométrica;Convencional;15/11/1979 0:00:00;500;3.453611111;-75.150888890000004;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;;362;19;333.5;172.339643999999993;T294
449;21145070;LEGIOSA LA [21145070];Climática Ordinaria;Convencional;15/10/1971 0:00:00;1476;3.311027778;-74.702888889999997;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;;1563;23;373.75;137.490889250000009;T305
450;21140080;MIRAFLORES [21140080];Pluviométrica;Convencional;15/04/1973 0:00:00;1049;3.48;-74.739999999999995;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Cabrera;;1112;19;333.5;154.512407249999995;T299
451;32020020;LA URIBE LA [32020020];Pluviométrica;Convencional;15/03/1993 0:00:00;722;3.243230000;-74.358120000;Meta;Uribe;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guape;;712;23;373.75;172.478635875000009;T1112
452;32075050;MESETAS [32075050];Climática Ordinaria;Convencional;15/12/1983 0:00:00;556;3.380080000;-74.043000000000006;Meta;Mesetas;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;;540;23;373.75;172.478635875000009;T1112
453;32077100;PEÑAS BLANCAS [32077100];Limnimétrica;Convencional;15/12/1983 0:00:00;347;3.255900000;-73.905720000000002;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;Guejar;349;23;373.75;200.118783640000004;T1109
454;32077110;EL LIMON[32077110];Limnimétrica;Convencional;15/12/1983 0:00:00;506;3.369080000;-74.029669999999996;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;Guejar;494;23;373.75;172.478635875000009;T1112
455;32060020;MESA DE YAMANES [32060020];Pluviométrica;Convencional;15/01/1969 0:00:00;584;3.540540000;-73.887810000000002;Meta;El Castillo;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;577;23;373.75;206.848119499999996;T1101
456;32070110;AGUAS CLARAS [32070110];Pluviométrica;Convencional;15/04/1989 0:00:00;426;3.470710000;-73.861850000000004;Meta;Granada;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;422;23;373.75;256.668696650000015;T1110
457;32060090;LEJANIAS CASTILLO [32060090];Pluviométrica;Convencional;15/12/1983 0:00:00;774;3.555060000;-74.040040000000005;Meta;Lejanías;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;763;23;373.75;206.848119499999996;T1101
458;32070030;LOS MICOS [32070030];Pluviométrica;Convencional;15/09/1979 0:00:00;352;3.252210000;-73.813109999999995;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;;339;23;373.75;183.898038700000001;T1105
459;32070090;PEÑAS BLANCAS [32070090];Pluviométrica;Convencional;15/12/1983 0:00:00;354;3.256220000;-73.906149999999997;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;;350;23;373.75;200.118783640000004;T1109
460;32070100;SAN JUAN DE ARAMA [32070100];Pluviométrica;Convencional;15/12/1983 0:00:00;454;3.377590000;-73.876940000000005;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;;444;23;373.75;256.668696650000015;T1110
461;32070120;MESA DE FERNANDEZ [32070120];Pluviométrica;Convencional;15/10/1993 0:00:00;882;3.456560000;-74.029970000000006;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Guejar;;868;23;373.75;172.478635875000009;T1112
462;32070010;CAMPO ALEGRE [32070010];Pluviométrica;Convencional;15/09/1979 0:00:00;321;3.377590000;-73.876940000000005;Meta;Vistahermosa;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;444;23;373.75;256.668696650000015;T1110
463;32070060;FUENTE DE ORO [32070060];Pluviométrica;Convencional;15/07/1979 0:00:00;300;3.466666667;-73.633333329999999;Meta;Fuente De Oro;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;302;23;373.75;270.817139750000024;T1107
464;32070020;CAÑO BLANCO [32070020];Pluviométrica;Convencional;15/09/1979 0:00:00;261;3.318500000;-73.529079999999993;Meta;Puerto Lleras;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;249;23;373.75;229.444590250000005;T1104
465;32070080;TIERRA GRATA [32070080];Pluviométrica;Convencional;15/06/1983 0:00:00;191;3.087500000;-73.226388889999996;Meta;Puerto Lleras;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Río Ariari;;224;23;373.75;155.25;T1108
466;32157040;PUEBLO NUEVO [32157040];Limnimétrica;Convencional;15/12/1983 0:00:00;100;3.42;-69.890000000000001;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Bajo Guaviare;Guaviare;129;24;370.300000000000011;298.589233799999988;T1115
467;32150040;PUEBLO NUEVO [32150040];Pluviométrica;Convencional;15/06/1983 0:00:00;100;3.42;-69.890000000000001;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;Orinoco;Guaviare;Bajo Guaviare;Guaviare;129;24;370.300000000000011;298.589233799999988;T1115
468;54075020;BAJO CALIMA [54075020];Climática Ordinaria;Convencional;15/07/1931 0:00:00;66;3.953555556;-76.990444440000005;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;;54;10;378.350000000000023;337.588185599999974;T1408
469;54077010;TROJITA LA [54077010];Limnigráfica;Convencional;15/02/1967 0:00:00;22;4.069500000;-77.084361110000003;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;Calima;14;10;378.350000000000023;321.985423749999995;T1421
470;54077200;COLONIAS LAS [54077200];Limnimétrica;Convencional;24/09/2002 0:00:00;52;4.001083333;-76.975444440000004;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;Calima;14;10;378.350000000000023;321.985423749999995;T1421
471;53090040;TIGRE EL [53090040];Pluviométrica;Convencional;15/02/1980 0:00:00;21;3.679611111;-77.067777780;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Ríos Cajambre - Mayorquín - Raposo;;14;16;399.050000000000011;383.922612500000014;T1403
472;53115010;AEROPUERTO BUENAVENTUR [53115010];Pluviométrica;Convencional;15/01/1946 0:00:00;28;3.820111111;-76.992388888999997;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;;13;16;399.050000000000011;337.588185599999974;T1408
473;53107040;AGUACLARA [53107040];Limnigráfica;Convencional;15/02/1981 0:00:00;69;3.669222222;-76.944166670000001;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Río Anchicayá;Anchicaya;84;16;399.050000000000011;383.922612500000014;T1403
474;53110030;PROVIDENCIA [53110030];Pluviométrica;Convencional;15/03/1975 0:00:00;1601;3.633055556;-76.715277779999994;Valle Del Cauca;Dagua;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;;1584;17;230;126.172756000000007;T1405
475;53110040;AGUACLARA [53110040];Pluviométrica;Convencional;15/07/1978 0:00:00;1503;3.678083333;-76.540000000000006;Valle Del Cauca;La Cumbre;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;;1512;17;230;143.75;T1406
476;53110100;CUMBRE LA [53110100];Pluviométrica;Convencional;15/03/1975 0:00:00;1628;3.647861111;-76.566388889999999;Valle Del Cauca;La Cumbre;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;;1600;17;230;126.436101399999998;T1407
477;53110130;VILLA LUZ ALBA [53110130];Pluviométrica;Convencional;15/06/1990 0:00:00;1426;3.690083333;-76.592500000000001;Valle Del Cauca;La Cumbre;Area Operativa 09 - Cauca-Valle-Caldas;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;;1406;17;230;126.436101399999998;T1407
478;26080070;VIJES [26080070];Pluviométrica;Convencional;15/04/1946 0:00:00;974;3.698527778;-76.429722220000002;Valle Del Cauca;Vijes;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco;;951;17;230;86.168211999999997;T830
479;26095080;TENERIFE [26095080];Climática Ordinaria;Convencional;15/01/1971 0:00:00;2628;3.729972222;-76.074777780000005;Valle Del Cauca;El Cerrito;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Amaime y Cerrito;;2621;17;230;120.596111600;T837
480;26075050;INGENIO MANUELITA [26075050];Climática Ordinaria;Convencional;14/01/1900 0:00:00;1059;3.574055556;-76.277805556000004;Valle Del Cauca;Palmira;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Amaime y Cerrito;;1032;17;230;117.347329400000007;T827
481;26105230;MATEGUADUA [26105230];Climática Ordinaria;Convencional;15/09/1983 0:00:00;1119;4.028333333;-76.168527780000005;Valle Del Cauca;Tuluá;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Tulua y Morales;;1105;17;230;117.843311749999998;T854
482;26105140;BARRAGAN [26105140];Climática Ordinaria;Convencional;15/09/1972 0:00:00;2902;4.033055556;-75.888027777999994;Valle Del Cauca;Tuluá;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Río Bugalagrande;;3009;17;230;137.368377449999997;T851
483;26100690;PLACER EL [26100690];Climática Principal;Convencional;15/01/1971 0:00:00;2132;3.878944444;-76.100555556000003;Valle Del Cauca;Buga;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Tulua y Morales;;2111;17;230;155.004860250000007;T844
484;26107130;MATEGUADUA [26107130];Limnigráfica;Convencional;15/06/1945 0:00:00;1057;4.015222222;-76.157972221999998;Valle Del Cauca;San Pedro;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Tulua y Morales;Tulua;1126;17;230;117.843311749999998;T854
485;26100700;PARDO [26100700];Pluviométrica;Convencional;15/01/1972 0:00:00;1314;4.087250000;-76.100805559999998;Valle Del Cauca;Andalucía;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Tulua y Morales;;1292;17;230;189.136631399999999;T845
486;26100800;NOGALES ALTAGRACIA [26100800];Pluviométrica;Convencional;15/11/1974 0:00:00;2507;3.888666667;-76.065833330000004;Valle Del Cauca;Buga;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Tulua y Morales;;2480;17;230;151.198809899999986;T849
487;26100770;CEILAN [26100770];Pluviométrica;Convencional;15/11/1974 0:00:00;1382;4.114305556;-76.042527780;Valle Del Cauca;Bugalagrande;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Río Bugalagrande;;1356;17;230;152.933602150000013;T847
488;26090460;PARAISO EL [26090460];Pluviométrica;Convencional;15/03/1970 0:00:00;1305;3.649722222;-76.199722219999998;Valle Del Cauca;El Cerrito;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Amaime y Cerrito;;1276;17;230;156.301654299999996;T834
489;26090060;JUNTAS LAS [26090060];Pluviométrica;Convencional;15/03/1975 0:00:00;1826;3.773222222;-76.165555560000001;Valle Del Cauca;Ginebra;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Guabas.Sabaletas y Sonso;;1806;17;230;155.166291500;T833
490;26090630;GUACARI [26090630];Pluviométrica;Convencional;15/01/1972 0:00:00;990;3.770138889;-76.331944440000001;Valle Del Cauca;Guacarí;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Ríos Guabas.Sabaletas y Sonso;;974;17;230;109.233392850000001;T835
491;26100350;PUERTO FRAZADAS [26100350];Pluviométrica;Convencional;15/02/1971 0:00:00;1657;4.054361111;-75.994749999999996;Valle Del Cauca;Tuluá;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Río Bugalagrande;;1639;17;230;171.153198199999991;T841
492;26080290;MEDIACANOA-ALERTAS [26080290];Pluviométrica;Convencional;15/09/1979 0:00:00;962;3.890888889;-76.350833330;Valle Del Cauca;Yotoco;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco;;942;17;230;132.000081999999992;T832
493;22045020;LIMON EL [22045020];Climática Ordinaria;Convencional;15/10/1986 0:00:00;130;3.651833333;-75.584194440000005;Tolima;Chaparral;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Amoyá;;1005;18;389.850000000000023;184.475576404999998;T427
494;22065040;SAN ANTONIO QUINTA [22065040];Climática Principal;Convencional;15/12/1971 0:00:00;1448;3.906916667;-75.488083329999995;Tolima;San Antonio;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Tetuán. Río Ortega;;1419;18;389.850000000000023;149.972697149999988;T440
495;22077030;DIAMANTE EL [22077030];Limnigráfica;Convencional;15/04/1960 0:00:00;2334;4.024166667;-75.608500000000006;Tolima;Roncesvalles;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Rïo Cucuana;Cucuana;2428;18;389.850000000000023;114.335848549999994;T441
496;22047010;QUESO EL HACIENDA [22047010];Limnimétrica;Convencional;15/06/1973 0:00:00;551;3.658638889;-75.446222219999996;Tolima;Chaparral;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Amoyá;Amoya;553;18;389.850000000000023;166.579569079999999;T439
497;22067020;BRAZUELO DELICIAS [22067020];Limnimétrica;Convencional;15/10/1986 0:00:00;611;3.775861111;-75.456972219999997;Tolima;Chaparral;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Tetuán. Río Ortega;Tetuan;599;18;389.850000000000023;166.579569079999999;T439
498;22050040;ATACO [22050040];Pluviográfica;Convencional;15/10/1963 0:00:00;468;3.928055556;-75.379166670000004;Tolima;Ataco;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Tetuán. Río Ortega;;1202;18;389.850000000000023;146.586262250000004;T429
499;22050060;SAN JOSE D HERMOSA [22050060];Pluviográfica;Convencional;15/03/1973 0:00:00;215;3.903527778;-75.693166669999997;Tolima;Chaparral;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Amoyá;;1990;18;389.850000000000023;154.722585965000007;T430
500;22060080;PANDO EL [22060080];Pluviométrica;Convencional;15/07/1973 0:00:00;976;3.766388889;-75.548555559999997;Tolima;Chaparral;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Amoyá;;966;18;389.850000000000023;150.634094349999998;T436
501;22060110;GUAINI [22060110];Pluviométrica;Convencional;15/11/1986 0:00:00;746;3.717722222;-75.423555559999997;Tolima;Chaparral;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Amoyá;;738;18;389.850000000000023;166.579569079999999;T439
502;22060090;OLAYA HERRERA [22060090];Pluviométrica;Convencional;15/07/1973 0:00:00;450;3.815416667;-75.330055560000005;Tolima;Ortega;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Tetuán. Río Ortega;;438;18;389.850000000000023;149.5;T437
503;22010070;GAITAN [22010070];Pluviométrica;Convencional;15/11/1980 0:00:00;1568;3.576805556;-75.742611109999999;Tolima;Rioblanco;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Alto Saldaña;;1543;18;389.850000000000023;204.207098500000001;T419
504;22070010;RONCESVALLES [22070010];Pluviométrica;Convencional;15/07/1962 0:00:00;2581;4.006638889;-75.607749999999996;Tolima;Roncesvalles;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Rïo Cucuana;;2550;18;389.850000000000023;114.335848549999994;T441
505;26100790;ITALIA LA [26100790];Pluviométrica;Convencional;15/11/1974 0:00:00;2809;4.057222222;-75.805750000000003;Valle Del Cauca;Sevilla;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Río Bugalagrande;;2758;17;230;171.813565000000011;T1509
506;21165010;PST DE MONTA [21165010];Climática Ordinaria;Convencional;15/03/1987 0:00:00;321;3.787611111;-74.917027779999998;Tolima;Prado;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Prado;;311;18;389.850000000000023;158.683306140000013;T317
507;21135020;JABALCON [21135020];Climática Ordinaria;Convencional;15/05/1963 0:00:00;332;3.855833333;-75.015722220000001;Tolima;Saldaña;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;;314;18;389.850000000000023;167.522735600000004;T295
508;21185030;GUAMO [21185030];Climática Principal;Convencional;15/12/1953 0:00:00;332;4.008833333;-74.981388890000005;Tolima;Guamo;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Bajo Saldaña;;324;18;389.850000000000023;195.130877599999991;T326
509;21135030;ANCHIQUE [21135030];Climática Principal;Convencional;15/12/1963 0:00:00;415;3.573833333;-75.108999999999995;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;;325;19;333.5;155.217544699999991;T296
510;22057070;PUENTE COLACHE [22057070];Limnigráfica;Convencional;15/10/1976 0:00:00;372;3.790027778;-75.202666669999999;Tolima;Coyaima;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Bajo Saldaña;Saldana;349;18;389.850000000000023;197.076528560000014;T428
511;21137020;PURIFICACION 1 [21137020];Limnigráfica;Convencional;15/08/1968 0:00:00;314;3.859194444;-74.959111109999995;Tolima;Purificación;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;Chenche;303;18;389.850000000000023;255.012092899999999;T288
512;21137040;ANCHIQUE [21137040];Limnimétrica;Convencional;15/02/1972 0:00:00;328;3.567472222;-75.141972220;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;Anchique;363;19;333.5;155.217544699999991;T296
513;22067010;PUENTE ORTEGA [22067010];Limnimétrica;Convencional;15/01/1971 0:00:00;382;3.922583333;-75.183055560;Tolima;Ortega;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Tetuán. Río Ortega;Ortega;357;18;389.850000000000023;156.319005500000003;T435
514;22050030;COLACHE HACIENDA [22050030];Pluviométrica;Convencional;15/10/1959 0:00:00;384;3.795472222;-75.195638889999998;Tolima;Coyaima;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Bajo Saldaña;;362;18;389.850000000000023;197.076528560000014;T428
515;21160160;LLANITOS [21160160];Pluviométrica;Convencional;15/09/1983 0:00:00;1388;3.620555556;-74.799722220000007;Tolima;Dolores;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Prado;;1311;19;333.5;166.703290449999997;T313
516;21180160;SUAREZ [21180160];Pluviométrica;Convencional;15/12/1971 0:00:00;319;4.055944444;-74.841499999999996;Tolima;Guamo;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Luisa y otros directos al Magdalena;;292;18;389.850000000000023;172.248115500000011;T324
517;21150030;TINAJAS [21150030];Pluviométrica;Convencional;15/09/1975 0:00:00;290;3.566055556;-75.062500000;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Directos Magdalena entre ríos Cabrera y Sumapaz ;;335;19;333.5;160.949961199999990;T306
518;22060070;ORTEGA [22060070];Pluviométrica;Convencional;15/11/1971 0:00:00;388;3.939166667;-75.219944440000006;Tolima;Ortega;Area Operativa 10 - Tolima;Magdalena Cauca;Saldaña;Río Tetuán. Río Ortega;;376;18;389.850000000000023;156.319005500000003;T435
519;21160040;ACO [21160040];Pluviométrica;Convencional;15/02/1959 0:00:00;378;3.746250000;-74.810944440;Tolima;Prado;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Prado;;373;19;333.5;174.602853199999998;T308
520;21160050;PINALITO HACIENDA [21160050];Pluviométrica;Convencional;15/02/1959 0:00:00;827;3.671722222;-74.842972219999993;Tolima;Prado;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Prado;;900;19;333.5;151.766753499999993;T309
521;21160080;BOQUERON [21160080];Pluviométrica;Convencional;15/03/1962 0:00:00;337;3.753805556;-74.900888890000004;Tolima;Prado;Area Operativa 10 - Tolima;Magdalena Cauca;Alto Magdalena;Río Prado;;305;19;333.5;321.977393529999972;T311
