CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INSTALACION;FECHA_SUSPENSION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;ENTIDAD;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA;CORRIENTE;OBSERVACION;SUBRED
35217060;PLAYON EL AUT [35217060];Limnigráfica;Automática con Telemetría, Convencional;Activa;15/12/2016;;271;5.5405;-72.23172222;Casanare;Nunchía;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Cravo Sur;Tocaria;;RED ALERTAS - AREA OPERATIVA 06,Piedemonte y Altillanura Meta-Csanare-Arauca
35227070;OROCUE BRAZO DERECHO [35227070];Limnigráfica;Automática con Telemetría, Convencional;Activa;15/04/1978;;126;4.78;-71.3499972220;Casanare;Orocué;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Caño Guanápalo y otros directos al Meta;Meta;Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (31012023);
35097090;LA REVENTONERA [35097090];Limnigráfica;Convencional;Activa;15/03/1981;14/03/2022;451;4.9049722220;-73.0476111110;Casanare;Sabanalarga;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Upía;Upia;Corrección solicitada por verificación del área operativa 03, estación homologada con la PM, pero por desastre, no hay toma de datos en estación hidrológica, solo se captura por ahora PRECIPITACIÓN|14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|22/06/2022$Migracion$Corrección solicitada por verificación del área operativa 03, estación homologada con la PM, pero por desastre, no hay toma de datos en estación hidrológica, solo se captura por ahora PRECIPITACIÓN|14/03/2022$Migracion$Solicitud Ajustes Coordinadora AO|14/09/2022$Migracion$Esta estación fue homologada en la primera fase con la estación REVENTONERA LA  [35090040] . Los datos de REVENTONERA PM  [35090040] se podrán visualizar en la estación  [35097090];
35237030;TRINIDAD PAUTO - AUT [35237030];Limnigráfica;Automática con Telemetría, Convencional;Activa;15/12/2016;;178;5.4143888890;-71.66836111;Casanare;Trinidad;Area Operativa 06 - Boyacá-Casanare-Vichada;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Meta;Río Pauto;;22/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022;RED ALERTAS - AREA OPERATIVA 06
47017170;PICUDO EL [47017170];Limnigráfica;Automática con Telemetría, Convencional;Activa;15/09/1984;;360;0.4892222220;-76.8359722220;Putumayo;Orito;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;Guamues;Ajuste Coordenadas Sg/ Coordenadas enviadas por AO 07;Piedemonte Caqueta y Putumayo,RED ALERTAS - AREA OPERATIVA 07
47047050;PUERTO LEGUIZAMO [47047050];Limnigráfica;Convencional;Activa;15/05/1986;;147;-0.1997222220;-74.78011111;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Caqueta Medio;Putumayo;;RED ALERTAS - AREA OPERATIVA 07,Piedemonte Caqueta y Putumayo
47017150;JOYA LA [47017150];Limnigráfica;Convencional;Activa;15/06/1981;;350;0.788750;-76.57930556;Putumayo;Villagarzón;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;Guineo;;RED ALERTAS - AREA OPERATIVA 07
17027030;SAN FELIPE BOCATOM [17027030];Limnigráfica;Convencional;Activa;15/04/1973;;12;13.3566111110;-81.3889166670;Archipielago De San Andres, Providencia Y Santa Catalina;San Andres Y  Providencia (Santa Isabel);Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Islas Caribe;Providencia;Ay San Felipe;14/09/2022$Migracion$Por solicitud del Coordinador del Área Operativa 11 se reasigna la estación al Área Operativa 05.;
48017010;LETICIA [48017010];Limnigráfica;Convencional;Activa;15/05/1986;;120;-4.2225277780;-69.94272222;Amazonas;Leticia;Area Operativa 11 - Cundinamarca-Amazonas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Amazonas - Directos;Directos Río Amazonas (mi);Amazonas;;RED ALERTAS - AREA OPERATIVA 11
38027020;PUERTO NARIÑO [38027020];Limnigráfica;Convencional;Activa;15/02/1984;;79;4.9568611110;-67.83416667;Vichada;Cumaribo;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Orinoco Directos;Río Tuparro;Orinoco;Modificación de nombre solicitado por el área por correo electrónico;
12037010;CANDELARIA LA [12037010];Limnimétrica;Convencional;Activa;15/06/1977;;5;8.6597222220;-76.44583333;Antioquia;Arboletes;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Río San Juan;San Juan D Uraba;SE CAMBIA CATEGORÍA DE ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);RED ALERTAS - AREA OPERATIVA 02
12037030;EL CARMELO [12037030];Limnimétrica;Convencional;Activa;15/05/1977;;20;8.62;-76.39;Antioquia;Arboletes;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Río San Juan;San Juan D Uraba;SE CAMBIA CATEGORÍA DE LA ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);RED ALERTAS - AREA OPERATIVA 02
23087200;PAILANIA [23087200];Limnimétrica;Convencional;Activa;15/07/1973;;285;5.9746944440;-75.11713889;Antioquia;Cocorná;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;Santo Domingo;15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.;
12017100;VILLARTEAGA [12017100];Limnimétrica;Convencional;Activa;15/09/1990;;80;7.4130780560;-76.5990527780;Antioquia;Mutatá;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Río León;Leon;27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.|19/10/2022$Migracion$27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.|19/10/2022$Migracion$Por solicitud de la coordinación del AO. Se hace cambio de tecnología a convencional;
12027050;PUEBLO NUEVO [12027050];Limnimétrica;Convencional;Activa;15/08/1978;;25;8.4150555560;-76.62938889;Antioquia;Necoclí;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe;Mulatos;;
23087230;PUERTO BELLO  - AUT [23087230];Limnimétrica;Automática con Telemetría, Convencional;Activa;15/06/1979;;1729;6.2119722220;-74.60711111;Antioquia;Puerto Nare;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;Nare;Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación;
23087260;COLTEPUNTO RNS 19 [23087260];Limnimétrica;Convencional;Activa;15/08/1977;;280;6.1689166670;-75.35741667;Antioquia;Rionegro;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Nare;Quebrada La Cimarrona;ESTACION ACTIVADA NUEVAMENTE POR SOLICITUD DEL AO. (1001223) ESTACION YA CUENTA CON OBSERVADOR.;
26237020;PENALTA [26237020];Limnimétrica;Convencional;Activa;15/04/1971;;480;6.4626111110;-75.75630556;Antioquia;San Jerónimo;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Directos Río Cauca  entre Río San Juan y  Pto Valdivia;Aurra;;
26187030;SONSON [26187030];Limnimétrica;Convencional;Activa;15/06/1955;;580;5.6951944440;-75.31377778;Antioquia;Sonsón;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Arma;Sonson;Cambio de tecnología en la estación por solicitud de la coordinadora del área operativa mediante correo electrónico del 01/06/2019|15/09/2022$Migracion$Cambio de tecnología en la estación por solicitud de la coordinadora del área operativa mediante correo electrónico del 01/06/2019|15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.;
26247030;APAVI [26247030];Limnimétrica;Convencional;Activa;15/10/1971;;102;7.4705530560;-75.3279527780;Antioquia;Tarazá;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Taraza - Río Man;Cauca;27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.;RED ALERTAS - AREA OPERATIVA 01
11117010;ANIL EL [11117010];Limnimétrica;Automática con Telemetría, Convencional;Activa;15/03/1972;;650;6.8738888890;-76.14958333;Antioquia;Uramita;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Caribe;Atrato - Darién;Río Sucio;Riosucio;"15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.
Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (24032023)";
23107040;VEGACHI [23107040];Limnimétrica;Convencional;Activa;15/04/1975;;630;6.7723611110;-74.79758333;Antioquia;Vegachí;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Rió San Bartolo y otros directos al Magdalena Medio;Volcan;;Zona cafetera,RED ALERTAS - AREA OPERATIVA 01
23107030;MASCOTA LA [23107030];Limnimétrica;Convencional;Activa;15/05/1975;;970;6.6396388890;-74.87544444;Antioquia;Yalí;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Rió San Bartolo y otros directos al Magdalena Medio;San Bartolome;15/09/2022$Migracion$Por solicitud del coordinador del AO REQ 2022-005460 se hace cambio de categoría a Limnimetrica.;
23167010;PENAS BLANCAS [23167010];Limnimétrica;Convencional;Activa;15/02/1977;;80;6.9547222220;-73.95083333;Antioquia;Yondó (Casabe);Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Río Cimitarra y otros directos al Magdalena;Magdalena;;Magdalena Medio,RED ALERTAS - AREA OPERATIVA 08
29037800;COMPUERTAS CANAL DIQUE [29037800];Limnimétrica;Convencional;Activa;15/08/1983;;6;10.41;-75.07;Atlantico;Manatí;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;Canal Del Dique;Estación pendiente Homologacion 2;
29047070;SAN PEDRITO - AUT [29047070];Limnimétrica;Automática con Telemetría, Convencional;Activa;15/05/1978;;8;10.26822222;-74.90786111;Atlantico;Suan;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen derecho;Magdalena;Actualizada Tecnologia y Tipo de Transmision por solicitud del coordiandor del AO. (30012023);RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
29037610;KILOMETRO 107 [29037610];Limnimétrica;Convencional;Activa;15/04/1981;;2;10.22805556;-75.52305556;Bolivar;Cartagena De Indias;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Canal Del Dique;;
25027160;ACHI [25027160];Limnimétrica;Convencional;Activa;15/03/1975;;28;8.5602638890;-74.5534416670;Bolivar;Achí;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;Cauca;27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.;RED ALERTAS - AREA OPERATIVA 01
25027640;TRES CRUCES [25027640];Limnimétrica;Convencional;Activa;15/09/1974;;31;8.7030833330;-74.51730556;Bolivar;Achí;Area Operativa 01 - Antioquia-Chocó;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Palacé;Cauca;;
25027390;PALOMAS LAS [25027390];Limnimétrica;Convencional;Activa;15/07/1973;;24;8.8305555560;-74.17055556;Bolivar;Altos Del Rosario;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Palacé;Magdalena;;RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
25027400;ALTO DEL ROSARIO [25027400];Limnimétrica;Convencional;Activa;15/07/1973;;24;8.7944444440;-74.16027778;Bolivar;Altos Del Rosario;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Palacé;CAÑO LAS PALOMAS;;
29037450;SANTA HELENA 2 [29037450];Limnimétrica;Convencional;Activa;15/06/1978;;3;10.06805556;-75.43583333;Bolivar;Arjona;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Canal Del Dique;;
25027630;RIO NUEVO [25027630];Limnimétrica;Convencional;Activa;15/08/1971;;23;8.8097222220;-74.25444444;Bolivar;Barranco De Loba;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Magdalena;;RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
29037020;CALAMAR [29037020];Limnimétrica;Convencional;Activa;15/07/1940;;8;10.25386111;-74.91169444;Bolivar;Calamar;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Magdalena;;Atlántico, Magdalena y Norte de Bolívar,RED ALERTAS - AREA OPERATIVA 02
25028450;TACAMOCHO I [25028450];Limnimétrica;Convencional;Activa;24/03/2011;;16;9.4338888890;-74.73555556;Bolivar;Córdoba;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Magdalena;;
29037760;ESPERANZA LA [29037760];Limnimétrica;Convencional;Activa;15/06/1983;;90;9.87;-75.28;Bolivar;El Carmén De Bolívar;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Ay Guamanga;SE CAMBIA CATEGORIA DE ESTACION A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);
29037750;MESITA [29037750];Limnimétrica;Convencional;Activa;15/06/1983;;90;9.8719444440;-75.30333333;Bolivar;El Carmén De Bolívar;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Ay Mesa;SE CAMBIA CATEGORIA DE ESTACION A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);
25027330;PENONCITO [25027330];Limnimétrica;Convencional;Activa;15/09/1972;;28;8.9897222220;-73.94722222;Bolivar;El Peñón;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Magdalena;;RED ALERTAS - AREA OPERATIVA 02,Magdalena Medio
25027620;CHAPETONA LA [25027620];Limnimétrica;Convencional;Activa;15/09/1974;;30;8.8875;-73.96916667;Bolivar;El Peñón;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Bzo Papayal;;
25027180;SAN ANTONIO [25027180];Limnimétrica;Convencional;Activa;15/04/1967;;17;9.04;-74.77;Bolivar;Magangué;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;San Jorge;SE CAMBIA CATEGORIA DE ESTACION A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);Atlántico, Magdalena y Norte de Bolívar,RED ALERTAS - AREA OPERATIVA 02
25027530;BARBOSA [25027530];Limnimétrica;Convencional;Activa;15/09/1973;;19;9.0225;-74.63666667;Bolivar;Magangué;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;MAGDALENA  (LOBA);;RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
25027680;MAGANGUE [25027680];Limnimétrica;Convencional;Activa;15/09/1967;;18;9.24;-74.74166667;Bolivar;Magangué;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana;MAGDALENA (LOBA);;Atlántico, Magdalena y Norte de Bolívar,RED ALERTAS - AREA OPERATIVA 02
25027420;VICTORIA LA [25027420];Limnimétrica;Convencional;Activa;15/07/1973;;24;8.9650;-74.22083333;Bolivar;Margarita;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;CAÑO VIOLO;;RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
25027320;SAN ROQUE [25027320];Limnimétrica;Convencional;Activa;15/09/1972;;24;9.07;-74.16;Bolivar;Margarita;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Magdalena(Mompox);Estacion Homologada con SAN ROQUE ALERTAS [25021380]. Datos Transferidos desde 15/05/1980. Estación será movida a la red de Alertas.;Atlántico, Magdalena y Norte de Bolívar,RED ALERTAS - AREA OPERATIVA 02
29037460;PUERTO SANTANDER [29037460];Limnimétrica;Convencional;Activa;15/12/1979;;3;10.01;-75.32;Bolivar;María La Baja;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Ay Paso En Medio;Estacion Homologada con PUERTO SANTANDER [29030080]. Datos Transferidos desde 15/12/1979.;
29037370;SANTA HELENA 1 [29037370];Limnimétrica;Convencional;Activa;15/06/1978;;3;10.05861111;-75.40277778;Bolivar;María La Baja;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Canal Del Dique;;
29037390;CORREA 2 [29037390];Limnimétrica;Convencional;Activa;15/05/1978;;3;10.04444444;-75.40472222;Bolivar;María La Baja;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;CAÑO CORREA;;
25028340;JAGUA [25028340];Limnimétrica;Convencional;Activa;15/07/1976;;18;9.0966666670;-74.65833333;Bolivar;Mompós;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;CAÑO LOBITA;SE CAMBIA CATEGORÍA DE ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
25027570;PALENQUITO [25027570];Limnimétrica;Convencional;Activa;15/03/1974;;19;8.9985;-74.46169444;Bolivar;Pinillos;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;(Chicagua)Magdalena;;RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
25027930;COYONGAL [25027930];Limnimétrica;Convencional;Activa;15/11/1976;;20;8.9499972220;-74.49;Bolivar;Pinillos;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;MAGDALENA  (LOBA);Estacion Homologada con COYONGAL [25021280]. Datos Transferidos desde 15/03/1979.;Atlántico, Magdalena y Norte de Bolívar,RED ALERTAS - AREA OPERATIVA 02
25027360;ARMENIA [25027360];Limnimétrica;Convencional;Activa;15/03/1973;;22;8.8983333330;-74.39;Bolivar;Pinillos;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;MAGDALENA (LOBA);;RED ALERTAS - AREA OPERATIVA 02,Atlántico, Magdalena y Norte de Bolívar
25027410;REGIDOR [25027410];Limnimétrica;Convencional;Activa;15/04/1973;;35;8.6663333330;-73.82080556;Bolivar;Regidor;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Magdalena;;
23207050;NOBLEZA LA [23207050];Limnimétrica;Convencional;Activa;15/12/1992;;37;8.5175;-73.88361111;Bolivar;Ríoviejo;Area Operativa 08 - Santanderes-Arauca;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Medio Magdalena;Directos al Magdalena (Brazo Morales);Bzo Morales;;Magdalena Medio,RED ALERTAS - AREA OPERATIVA 08
29037770;SAN CRISTOBAL [29037770];Limnimétrica;Convencional;Activa;15/06/1983;;35;9.89;-75.25;Bolivar;San Jacinto;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda;Ay Matuya;SE CAMBIA CATEGORIA DE ESTACION A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023);
25027490;LAS AGUADAS [25027490];Limnimétrica;Convencional;Activa;15/03/1973;;27;8.9499972220;-74.0499972220;Bolivar;San Martín De Loba;Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Bajo Magdalena;Directos Bajo Magdalena entre El Banco y El Plato;Magdalena;Estacion Homologada con LAS AGUADAS ALERTA [25021540]. Datos Transferidos desde 15/11/1978. La Estación será movida a la Red de Alertas.;Atlántico, Magdalena y Norte de Bolívar,RED ALERTAS - AREA OPERATIVA 02
25027380;SUDAN EL [25027380];Limnimétrica;Convencional;Activa;15/07/1973;;25;8.6438888890;-74.21555556;Bolivar;Tiquisio (Puerto Rico);Area Operativa 02 - Atlántico-Bolivar-Sucre;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Palacé;CIÉNAGA EL SUDAN;;
