;OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INST;FECHA_SUSP;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERA;ENTIDAD;AREA_HIDRO;ZONA_HIDRO;SUBZONA_HI;altitudDEM;ID_REG;LimSupRPH;StationRPH;LimSupThsn;NThsnPol;LimInfTemp;LimSupTemp
441;442;22037010;ESPERANZA LA [22037010];Limnigráfica;Convencional;Activa;15/12/1979; ;563;3.473083;-75.580944;Tolima;Rioblanco;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Alto Saldaña;769;18;389.85;22055020;154.7834174;T434;9.434400826446282;43.07687165775401
442;443;22050070;SAN PEDRO [22050070];Pluviométrica;Convencional;Activa;15/07/1973; ;1679;3.426389;-75.48744399999998;Tolima;Ataco;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Medio Saldaña;1652;19;333.5;22050070;194.98915505;T431;1.8328168044077144;37.17446524064171
443;444;22050080;PAN DE AZUCAR [22050080];Pluviométrica;Convencional;Activa;15/09/1975; ;1800;3.379528;-75.508139;Tolima;Ataco;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;1780;19;333.5;22050080;155.174928;T432;0.7308884297520669;36.31885026737968
444;445;22055020;MESA DE POLE [22055020];Climática Ordinaria;Convencional;Activa;15/03/1968; ;699;3.455778;-75.536361;Tolima;Ataco;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Medio Saldaña;670;19;333.5;22055020;154.7834174;T434;10.286673553719009;43.73863636363637
445;446;22057050;PUENTE LA HAMACA [22057050];Limnimétrica;Convencional;Activa;15/12/1979; ;569;3.4635;-75.52325;Tolima;Ataco;Area Operativa 10 - Tolima;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Saldaña;Medio Saldaña;559;19;333.5;22055020;154.7834174;T434;11.242252066115704;44.480614973262036
446;447;21110040;HATO MILAGRO [21110040];Pluviométrica;Convencional;Activa;15/09/1971; ;548;3.074889;-75.168417;Huila;Tello;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;509;19;333.5;21110040;178.9692307;T267;11.672692837465567;44.81483957219252
447;448;21110070;BARAYA [21110070];Pluviométrica;Convencional;Activa;15/11/1958; ;615;3.150333;-75.057333;Huila;Baraya;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;610;19;333.5;21110070;217.07666225;T268;10.803202479338845;44.13970588235294
448;449;21110090;POTOSI [21110090];Pluviométrica;Convencional;Activa;15/02/1959; ;400;3.387139;-75.16925;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;358;19;333.5;21110090;160.8326175;T269;12.97262396694215;45.82419786096257
449;450;21110120;YEGUERA LA [21110120];Pluviométrica;Convencional;Activa;15/11/1965; ;400;3.305333;-75.200778;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;394;19;333.5;21110120;155.167062;T270;12.662706611570249;45.58355614973262
450;451;21110160;MESA REDONDA [21110160];Pluviométrica;Convencional;Activa;15/09/1969; ;500;3.118472;-75.199028;Huila;Tello;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;487;19;333.5;21110160;176.7988978;T271;11.862086776859504;44.96189839572193
451;452;21110180;HATO BOGOTA [21110180];Pluviométrica;Convencional;Activa;15/09/1969; ;591;3.036028;-75.159722;Huila;Tello;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;622;19;333.5;21110180;198.3998009;T272;10.699896694214877;44.05949197860963
452;453;21110290;VICTORIA LA [21110290];Pluviométrica;Convencional;Activa;15/07/1968; ;400;3.349556;-75.17030599999998;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;375;19;333.5;21110290;149.4165215;T273;12.826274104683197;45.71056149732621
453;454;21110330;POLONIA [21110330];Pluviométrica;Convencional;Activa;15/11/1965; ;429;3.187389;-75.218417;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;393;19;333.5;21110330;155.25;T274;12.671315426997246;45.59024064171123
454;455;21115060;SAN JOSE [21115060];Climática Ordinaria;Convencional;Activa;15/10/1963; ;400;3.329222;-75.184056;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;384;19;333.5;21115060;176.77364104;T279;12.748794765840222;45.65040106951872
455;456;21115080;VILLAVIEJA FFCC [21115080];Climática Ordinaria;Convencional;Activa;15/02/1964; ;430;3.183056;-75.2475;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;390;19;333.5;21115080;207.83007;T280;12.697141873278238;45.610294117647065
456;457;21115160;HACIENDA MANILA [21115160];Agrometeorológica;Convencional;Activa;01/05/1978; ;600;3.133056;-75.081528;Huila;Baraya;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Rio Fortalecillas y otros;548;19;333.5;21115180;140.8721917;T282;11.336949035812674;44.554144385026746
457;458;21130050;PEREZ HACIENDA AUT [21130050];Pluviométrica;Automática con Telemetría. Convencional;Activa;15/07/1966; ;450;3.243556;-75.255944;Huila;Aipe;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;396;19;333.5;21130050;143.4992195;T290;12.645488980716255;45.57018716577541
458;459;21130180;ALTAMIRA DC HACIENDA [21130180];Pluviométrica;Convencional;Activa;15/11/1979; ;500;3.453611;-75.150889;Tolima;Natagaima;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;362;19;333.5;21130180;172.339644;T294;12.938188705234161;45.79745989304813
459;460;21137030;PUENTE CARRETERA  - AUT [21137030];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/02/1972; ;385;3.263417;-75.250972;Huila;Aipe;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Aipe. Río Chenche y otros directos al Magdalena;371;19;333.5;21130050;143.4992195;T290;12.860709366391186;45.737299465240646
460;461;21140100;SAN JUANITO [21140100];Pluviométrica;Convencional;Activa;15/07/1969; ;368;3.423;-75.104639;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;357;19;333.5;21140100;150.067049475;T300;12.981232782369146;45.83088235294118
461;462;21140110;TOMO EL [21140110];Pluviométrica;Convencional;Activa;15/10/1977; ;444;3.345361;-75.09744399999998;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;399;19;333.5;21140110;142.58346875;T301;12.619662534435264;45.550133689839576
462;463;21140120;CRUCES LAS [21140120];Pluviométrica;Automática con Telemetría. Convencional;Activa;15/10/1974; ;1400;3.425861;-74.92024999999998;Tolima;Alpujarra;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;1490;19;333.5;21140120;183.64074;T302;3.2274449035812682;38.25735294117647
463;464;21145020;ARIZONA [21145020];Climática Ordinaria;Convencional;Activa;01/12/2016; ;638;3.276111;-74.935833;Huila;Baraya;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;566;19;333.5;21145020;135.7;T303;11.181990358126722;44.43382352941177
464;465;21145040;SAN ALFONSO [21145040];Agrometeorológica;Convencional;Activa;15/11/1963; ;440;3.373361;-75.110111;Huila;Villavieja;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;394;19;333.5;21145040;139.6348078;T304;12.662706611570249;45.58355614973262
465;466;21147030;CARRASPOSO  - AUT [21147030];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/02/1972; ;730;3.327528;-74.866917;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;650;19;333.5;21140010;164.7115353;T298;10.458849862258955;43.87232620320856
466;467;21147050;PUENTE VENADO [21147050];Limnimétrica;Convencional;Activa;15/08/1981; ;550;3.283944;-74.90822199999998;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;597;19;333.5;21140010;164.7115353;T298;10.915117079889807;44.226604278074866
467;468;21147080;TRES ESQUINAS [21147080];Limnimétrica;Convencional;Activa;15/11/1986; ;716;3.405694;-74.81702799999998;Tolima;Alpujarra;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;720;19;333.5;21140120;183.64074;T302;9.856232782369148;43.404411764705884
468;469;21140080;MIRAFLORES [21140080];Pluviométrica;Convencional;Activa;15/04/1973; ;1049;3.48;-74.73999999999998;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;1112;19;333.5;21140080;154.51240725;T299;6.481577134986227;40.78409090909091
469;470;21145070;LEGIOSA LA [21145070];Climática Ordinaria;Convencional;Activa;15/10/1971; ;1476;3.311028;-74.702889;Huila;Colombia;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Alto Magdalena;Río Cabrera;1563;23;373.75;21145070;137.49088925;T305;2.5990013774104694;37.76938502673797
470;471;32020020;LA URIBE LA [32020020];Pluviométrica;Convencional;Activa;15/03/1993; ;722;3.24323;-74.35812;Meta;Uribe;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guape;712;23;373.75;32075050;172.478635875;T1112;9.925103305785125;43.45788770053476
471;472;32060020;MESA DE YAMANES [32060020];Pluviométrica;Convencional;Activa;15/01/1969; ;584;3.54054;-73.88781;Meta;El Castillo;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;577;23;373.75;32060020;206.8481195;T1101;11.087293388429753;44.360294117647065
472;473;32060090;LEJANIAS CASTILLO [32060090];Pluviométrica;Convencional;Activa;15/12/1983; ;774;3.55506;-74.04004;Meta;Lejanías;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;763;23;373.75;32060020;206.8481195;T1101;9.486053719008266;43.11697860962567
473;474;32070010;CAMPO ALEGRE [32070010];Pluviométrica;Convencional;Activa;15/09/1979; ;321;3.37759;-73.87694;Meta;Vistahermosa;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;444;23;373.75;32070110;256.66869665;T1110;12.232265840220387;45.24933155080214
474;475;32070030;LOS MICOS [32070030];Pluviométrica;Convencional;Activa;15/09/1979; ;352;3.25221;-73.81310999999998;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;339;23;373.75;32070030;183.8980387;T1105;13.136191460055098;45.95120320855615
475;476;32070090;PEÑAS BLANCAS [32070090];Pluviométrica;Convencional;Activa;15/12/1983; ;354;3.25622;-73.90614999999998;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;350;23;373.75;32070090;200.11878364;T1109;13.041494490358128;45.87767379679145
476;477;32070100;SAN JUAN DE ARAMA [32070100];Pluviométrica;Convencional;Activa;15/12/1983; ;454;3.37759;-73.87694;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;444;23;373.75;32070110;256.66869665;T1110;12.232265840220387;45.24933155080214
477;478;32070110;AGUAS CLARAS [32070110];Pluviométrica;Convencional;Activa;15/04/1989; ;426;3.47071;-73.86185;Meta;Granada;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;422;23;373.75;32070110;256.66869665;T1110;12.421659779614325;45.39639037433155
478;479;32070120;MESA DE FERNANDEZ [32070120];Pluviométrica;Convencional;Activa;15/10/1993; ;882;3.45656;-74.02997;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;868;23;373.75;32075050;172.478635875;T1112;8.582128099173556;42.415106951871664
479;480;32075050;MESETAS [32075050];Climática Ordinaria;Convencional;Activa;15/12/1983; ;556;3.38008;-74.043;Meta;Mesetas;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;540;23;373.75;32075050;172.478635875;T1112;11.405819559228652;44.60762032085562
480;481;32077100;PEÑAS BLANCAS [32077100];Limnimétrica;Convencional;Activa;15/12/1983; ;347;3.2559;-73.90572;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;349;23;373.75;32070090;200.11878364;T1109;13.050103305785125;45.88435828877006
481;482;32077110;EL LIMON[32077110];Limnimétrica;Convencional;Activa;15/12/1983; ;506;3.36908;-74.02966999999998;Meta;San Juan De Arama;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Guejar;494;23;373.75;32075050;172.478635875;T1112;11.801825068870524;44.91510695187166
482;483;32070020;CAÑO BLANCO [32070020];Pluviométrica;Convencional;Activa;15/09/1979; ;261;3.3185;-73.52907999999998;Meta;Puerto Lleras;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;249;23;373.75;32070020;229.44459025;T1104;13.91098484848485;46.55280748663102
483;484;32070060;FUENTE DE ORO [32070060];Pluviométrica;Convencional;Activa;15/07/1979; ;300;3.466667;-73.63333299999998;Meta;Fuente De Oro;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;302;23;373.75;32070060;270.81713975;T1107;13.454717630853995;46.19852941176471
484;485;32070080;TIERRA GRATA [32070080];Pluviométrica;Convencional;Activa;15/06/1983; ;191;3.0875;-73.226389;Meta;Puerto Lleras;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Río Ariari;224;23;373.75;32070080;155.25;T1108;14.12620523415978;46.719919786096256
485;486;32150040;PUEBLO NUEVO [32150040];Pluviométrica;Convencional;Activa;15/06/1983; ;100;3.42;-69.89;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Bajo Guaviare;129;24;370.3;32150040;298.5892338;T1115;14.94404269972452;47.354946524064175
486;487;32157040;PUEBLO NUEVO [32157040];Limnimétrica;Convencional;Activa;15/12/1983; ;100;3.42;-69.89;Guainía;Barranco Mina;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Orinoco;Guaviare;Bajo Guaviare;129;24;370.3;32150040;298.5892338;T1115;14.94404269972452;47.354946524064175
487;488;53090040;TIGRE EL [53090040];Pluviométrica;Convencional;Activa;15/02/1980; ;21;3.679611;-77.067778;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Ríos Cajambre - Mayorquín - Raposo;14;16;399.05;53090040;383.9226125;T1403;15.934056473829202;48.12366310160428
488;489;53115010;AEROPUERTO BUENAVENTUR [53115010];Pluviométrica;Convencional;Activa;15/01/1946; ;28;3.820111;-76.992389;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;13;16;399.05;53115010;337.5881856;T1408;15.9426652892562;48.13034759358289
489;490;54075020;BAJO CALIMA [54075020];Climática Ordinaria;Convencional;Activa;15/07/1931; ;66;3.953556;-76.99044399999998;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;54;10;378.35;53115010;337.5881856;T1408;15.589703856749313;47.856283422459896
490;491;54077010;TROJITA LA [54077010];Limnigráfica;Convencional;Activa;15/02/1967; ;22;4.0695;-77.084361;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;14;10;378.35;54077010;321.98542375;T1421;15.934056473829202;48.12366310160428
491;492;54077200;COLONIAS LAS [54077200];Limnimétrica;Convencional;Activa;24/09/2002; ;52;4.001083;-76.97544399999998;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;San Juán;Ríos Calima y  Bajo San Juan;14;10;378.35;54077010;321.98542375;T1421;15.934056473829202;48.12366310160428
492;493;26080070;VIJES [26080070];Pluviométrica;Convencional;Activa;15/04/1946; ;974;3.698528;-76.429722;Valle Del Cauca;Vijes;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco;951;17;230.0;26080070;86.16821199999998;T830;7.867596418732783;41.86029411764706
493;494;53107040;AGUACLARA [53107040];Limnigráfica;Convencional;Activa;15/02/1981; ;69;3.669222;-76.94416699999998;Valle Del Cauca;Buenaventura;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Río Anchicayá;84;16;399.05;53090040;383.9226125;T1403;15.331439393939394;47.655748663101605
494;495;53110030;PROVIDENCIA [53110030];Pluviométrica;Convencional;Activa;15/03/1975; ;1601;3.633056;-76.715278;Valle Del Cauca;Dagua;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;1584;17;230.0;53110030;126.172756;T1405;2.418216253443527;37.62901069518717
495;496;53110040;AGUACLARA [53110040];Pluviométrica;Convencional;Activa;15/07/1978; ;1503;3.678083;-76.54;Valle Del Cauca;La Cumbre;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;1512;17;230.0;53110040;143.75;T1406;3.038050964187329;38.11029411764706
496;497;53110100;CUMBRE LA [53110100];Pluviométrica;Convencional;Activa;15/03/1975; ;1628;3.647861;-76.566389;Valle Del Cauca;La Cumbre;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;1600;17;230.0;53110100;126.4361014;T1407;2.280475206611571;37.52205882352941
497;498;53110130;VILLA LUZ ALBA [53110130];Pluviométrica;Convencional;Activa;15/06/1990; ;1426;3.690083;-76.5925;Valle Del Cauca;La Cumbre;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Tapaje - Dagua - Directos;Dagua - Buenaventura - Bahia Málaga;1406;17;230.0;53110100;126.4361014;T1407;3.9505853994490367;38.81885026737968
498;499;26075050;INGENIO MANUELITA [26075050];Climática Ordinaria;Convencional;Activa;14/01/1900; ;1059;3.574056;-76.277806;Valle Del Cauca;Palmira;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Ríos Amaime y Cerrito;1032;17;230.0;26075010;117.3473294;T827;7.1702823691460065;41.31885026737968
499;500;26080290;MEDIACANOA-ALERTAS [26080290];Pluviométrica;Convencional;Activa;15/09/1979; ;962;3.890889;-76.35083299999998;Valle Del Cauca;Yotoco;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco;942;17;230.0;26080290;132.000082;T832;7.945075757575759;41.92045454545455
500;501;26090060;JUNTAS LAS [26090060];Pluviométrica;Convencional;Activa;15/03/1975; ;1826;3.773222;-76.16555599999998;Valle Del Cauca;Ginebra;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Ríos Guabas.Sabaletas y Sonso;1806;17;230.0;26090060;155.1662915;T833;0.5070592286501385;36.14505347593583
501;502;26090460;PARAISO EL [26090460];Pluviométrica;Convencional;Activa;15/03/1970; ;1305;3.649722;-76.19972199999998;Valle Del Cauca;El Cerrito;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Ríos Amaime y Cerrito;1276;17;230.0;26090460;156.3016543;T834;5.069731404958678;39.68783422459894
502;503;26090630;GUACARI [26090630];Pluviométrica;Convencional;Activa;15/01/1972; ;990;3.770139;-76.33194399999998;Valle Del Cauca;Guacarí;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Ríos Guabas.Sabaletas y Sonso;974;17;230.0;26090630;109.23339285;T835;7.669593663911847;41.70655080213904
503;504;26095080;TENERIFE [26095080];Climática Ordinaria;Convencional;Activa;15/01/1971; ;2628;3.729972;-76.07477799999998;Valle Del Cauca;El Cerrito;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Ríos Amaime y Cerrito;2621;17;230.0;26095080;120.5961116;T837;-6.509125344352617;30.697192513368986
504;505;26100350;PUERTO FRAZADAS [26100350];Pluviométrica;Convencional;Activa;15/02/1971; ;1657;4.054361;-75.99474999999998;Valle Del Cauca;Tuluá;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Río Bugalagrande;1639;17;230.0;26100350;171.1531982;T841;1.9447314049586786;37.26136363636364
505;506;26100690;PLACER EL [26100690];Climática Principal;Convencional;Activa;15/01/1971; ;2132;3.878944;-76.10055599999998;Valle Del Cauca;Buga;Area Operativa 09 - Cauca-Valle-Caldas;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Magdalena Cauca;Cauca;Ríos Tulua y Morales;2111;17;230.0;26100690;155.00486025;T844;-2.1186294765840215;34.106283422459896
